2019-05-06 11:24:51 INFO  Log:25 - Initializing chrome browser :-chrome
2019-05-06 11:43:55 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: td.cart_description  small a]
2019-05-06 11:43:55 INFO  Log:25 - Verifying product size is correct in the shopping cart:-  M
2019-05-06 11:43:55 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="center_column"]/p[2]/a[1]]
2019-05-06 11:43:58 INFO  Log:25 - clicked on shopping cart proceed checkout button
2019-05-06 11:43:58 INFO  Log:25 - 02. Sign In step is selected.......
2019-05-06 11:43:58 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: #order_step li]
2019-05-06 11:43:58 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="email_create"]]
2019-05-06 11:43:58 INFO  Log:25 - Entered email address to create an account:- apple_23@gmail.com
2019-05-06 11:43:58 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="SubmitCreate"]]
2019-05-06 11:43:58 INFO  Log:25 - Clicked on Create an account button
2019-05-06 11:43:58 INFO  Log:25 - selecting male gender
2019-05-06 11:44:00 INFO  Log:25 - Entering First Name :- Test
2019-05-06 11:44:00 INFO  Log:25 - Entering Last Name :- Automation
2019-05-06 11:44:00 ERROR Log:35 - Email address in the email field not matched with the email entered:- apple@a.com
2019-05-06 11:44:00 INFO  Log:25 - Entering Password in the field :- Happy123
2019-05-06 11:44:01 INFO  Log:25 - Entering Day of Birth:- 25
2019-05-06 11:44:01 INFO  Log:25 - Entering Month of Birth:- 3
2019-05-06 11:44:01 INFO  Log:25 - Entering Year of Birth:- 2002
2019-05-06 11:44:01 INFO  Log:25 - Entering Address :- 123 hill st
2019-05-06 11:44:01 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> id: address1]
2019-05-06 11:44:01 INFO  Log:25 - Entering City name:- Acworth
2019-05-06 11:44:01 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> id: city]
2019-05-06 11:44:01 INFO  Log:25 - Selecting State:- Georgia
2019-05-06 11:44:01 INFO  Log:25 - Entering Zip Code:- 30101
2019-05-06 11:44:01 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> id: postcode]
2019-05-06 11:44:02 INFO  Log:25 - Entering Mobile Number:- 7709701234
2019-05-06 11:44:02 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> id: phone_mobile]
2019-05-06 11:44:02 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="submitAccount"]]
2019-05-06 11:44:04 INFO  Log:25 - Clicked on Create an account button
2019-05-06 11:44:04 INFO  Log:25 - 03. Address step is selected.......
2019-05-06 11:44:04 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: #order_step li]
2019-05-06 11:44:04 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="center_column"]/form/p/button]
2019-05-06 11:44:06 INFO  Log:25 - Clicked on Proceed to checkout button on Address tab
2019-05-06 11:44:06 INFO  Log:25 - 04. Shipping step is selected.......
2019-05-06 11:44:06 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: #order_step li]
2019-05-06 11:44:06 INFO  Log:25 - Checked terms of service checkbox on shipping tab
2019-05-06 11:44:06 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> xpath: //*[@id="form"]/p/button]
2019-05-06 11:44:08 INFO  Log:25 - Clicked on Proceed to checkout button on Shipping tab
2019-05-06 11:44:08 INFO  Log:25 - 05. Payment step is selected.......
2019-05-06 11:44:08 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: #order_step li]
2019-05-06 11:44:11 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: td.cart_description  p  a]
2019-05-06 11:44:11 INFO  Log:25 - Verifying product type is correct in the shopping cart:- Printed Chiffon Dress
2019-05-06 11:44:11 INFO  Log:25 - Highlighting element.....[[ChromeDriver: chrome on XP (43272059b16ff91de381bbda93616d38)] -> css selector: td.cart_description  small a]
2019-05-06 11:44:11 INFO  Log:25 - Verifying product size is correct in the shopping cart:-  M
2019-05-06 11:44:11 INFO  Log:20 - Test is Ending...
